Unnamed: 0,Unnamed: 1,Neuro Drain #1 Type,verify,Unnamed: 4,223926.0,Neuro Drain #1 Type.1,Unnamed: 7,Unnamed: 8,0.0,Neurological,Unnamed: 11,Unnamed: 12,Unnamed: 13,metavision,Unnamed: 15,Text,Unnamed: 17
,,,,,46781.0,lr bolus,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46783.0,15mm k phos,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46785.0,ct insertion site,,inputevents_cv,0.0,,,,,carevue,,,
,,,,,46789.0,3/4st impact/fiber,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46790.0,kcl 10 meq/100 ml  0,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46791.0,citrate infusion,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46792.0,Plasmalyte-A,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46795.0,NS Filter Flush,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46797.0,antithymocyteglobuli,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46798.0,3% citrate,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46800.0,NS RESCUE,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46802.0,Farr 5 IV,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46803.0,Farr 5 po,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,46805.0,Farr7,,inputevents_cv,0.0,Free Form Intake,,,,carevue,,,
,,,,,50807.0,COMMENTS,,labevents,0.0,BLOOD GAS,,BLOOD,,,,,
,,,,,50897.0,CALL,,labevents,0.0,CHEMISTRY,,BLOOD,,,,,
,,,,,50923.0,FAX,,labevents,0.0,CHEMISTRY,,BLOOD,,,,,
,,,,,50984.0,STAT,,labevents,0.0,CHEMISTRY,,BLOOD,,,,,
,,,,,50985.0,STUDY TUBES,,labevents,0.0,CHEMISTRY,,BLOOD,,,,,
,,,,,51371.0,"JOINT CRYSTALS, COMMENT",,labevents,0.0,HEMATOLOGY,,JOINT FLUID,,,,,
,,,,,51509.0,URINE COMMENTS,,labevents,0.0,HEMATOLOGY,,URINE,,,,,
,,,,,51522.0,PG,,labevents,0.0,CHEMISTRY,,OTHER BODY FLUID,48785-0,,,,
,,,,,51524.0,FATTY,,labevents,0.0,HEMATOLOGY,,URINE,5789-01-03 00:00:00,,,,
,,,,,51527.0,MS-DIA,,labevents,0.0,CHEMISTRY,,BLOOD,,,,,
,,,,,51540.0,PROBLEM SPECIMEN,,labevents,0.0,CHEMISTRY,,BLOOD,,,,,
,,,,,51541.0,PROBLEM SPECIMEN,,labevents,0.0,HEMATOLOGY,,BLOOD,,,,,
,,,,,51542.0,PROBLEM SPECIMEN,,labevents,0.0,HEMATOLOGY,,URINE,,,,,
,,,,,51543.0,VOIDED SPECIMEN,,labevents,0.0,CHEMISTRY,,BLOOD,,,,,
,,,,,51544.0,VOIDED SPECIMEN,,labevents,0.0,BLOOD GAS,,OTHER BODY FLUID,,,,,
,,,,,51545.0,VOIDED SPECIMEN,,labevents,0.0,BLOOD GAS,,BLOOD,,,,,
,,,,,51546.0,VOIDED SPECIMEN,,labevents,0.0,CHEMISTRY,,CSF,,,,,
,,,,,51547.0,VOIDED SPECIMEN,,labevents,0.0,CHEMISTRY,,OTHER BODY FLUID,,,,,
,,,,,51548.0,VOIDED SPECIMEN,,labevents,0.0,HEMATOLOGY,,URINE,,,,,
,,,,,51549.0,VOIDED SPECIMEN,,labevents,0.0,CHEMISTRY,,ASCITES,,,,,
,,,,,51550.0,VOIDED SPECIMEN,,labevents,0.0,HEMATOLOGY,,BLOOD,,,,,
,,,,,51551.0,VOIDED SPECIMEN,,labevents,0.0,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,51552.0,VOIDED SPECIMEN,,labevents,0.0,CHEMISTRY,,STOOL,,,,,
,,,,,51553.0,VOIDED SPECIMEN,,labevents,0.0,CHEMISTRY,,URINE,,,,,
,,,,,51554.0,VOIDED SPECIMEN,,labevents,0.0,HEMATOLOGY,,JOINT FLUID,,,,,
,,,,,70001.0,,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70002.0,THROAT FOR STREP,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70003.0,ABSCESS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70004.0,ARTHROPOD,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70005.0,ASPIRATE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70006.0,ANORECTAL/VAGINAL CULTURE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70007.0,BLOOD BAG FLUID,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70008.0,BRONCHIAL BRUSH - PROTECTED,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70009.0,BILE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70010.0,BIOPSY,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70011.0,BLOOD CULTURE ( MYCO/F LYTIC BOTTLE),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70012.0,BLOOD CULTURE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70013.0,FLUID RECEIVED IN BLOOD CULTURE BOTTLES,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70014.0,BLOOD CULTURE - NEONATE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70015.0,BLOOD,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70016.0,BLOOD CULTURE (POST-MORTEM),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70017.0,SEROLOGY/BLOOD,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70018.0,BONE MARROW,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70019.0,BONE MARROW - CYTOGENETICS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70020.0,BRONCHIAL BRUSH,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70021.0,BRONCHOALVEOLAR LAVAGE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70022.0,BRONCHIAL WASHINGS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70023.0,CATHETER TIP-IV,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70024.0,VIRAL CULTURE: R/O CYTOMEGALOVIRUS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70025.0,CRE Screen,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70026.0,CSF;SPINAL FLUID,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70027.0,CORNEAL EYE SCRAPINGS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70028.0,Direct Antigen Test for Herpes Simplex Virus Types 1 & 2,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70029.0,DIALYSIS FLUID,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70030.0,DIRECT ANTIGEN TEST FOR VARICELLA-ZOSTER VIRUS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70031.0,EAR,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70032.0,Blood (EBV),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70033.0,EYE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70034.0,FOREIGN BODY,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70035.0,"FLUID,OTHER",,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70036.0,FLUID WOUND,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70037.0,FOOT CULTURE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70038.0,FECAL SWAB,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70039.0,GASTRIC ASPIRATE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70040.0,SWAB,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70041.0,VIRAL CULTURE:R/O HERPES SIMPLEX VIRUS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70042.0,Influenza A/B by DFA,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70043.0,Influenza A/B by DFA - Bronch Lavage,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70044.0,Influenza A/B by DFA - Bronch Wash,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70045.0,Immunology (CMV),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70046.0,IMMUNOLOGY,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70047.0,JOINT FLUID,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70048.0,NAIL SCRAPINGS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70049.0,NEOPLASTIC BLOOD,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70050.0,NOSE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70051.0,"FLUID,OTHER",,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70052.0,PERIPHERAL BLOOD LYMPHOCYTES,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70053.0,PERITONEAL FLUID,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70054.0,PLEURAL FLUID,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70055.0,POSTMORTEM CULTURE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70056.0,RECTAL - R/O GC,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70057.0,Rapid Respiratory Viral Screen & Culture,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70058.0,RAPID RESPIRATORY VIRAL ANTIGEN TEST,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70059.0,Staph aureus Screen,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70060.0,Stem Cell - Blood Culture,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70061.0,SKIN SCRAPINGS,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70062.0,SPUTUM,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70063.0,STERILITY CULTURE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70064.0,STOOL,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70065.0,SCOTCH TAPE PREP/PADDLE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70066.0,STOOL (RECEIVED IN TRANSPORT SYSTEM),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70067.0,SWAB,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70068.0,SWAB,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70069.0,SWAB,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70070.0,SWAB,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70071.0,SWAB - R/O YEAST,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70072.0,TRACHEAL ASPIRATE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70073.0,TISSUE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70074.0,THROAT,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70075.0,THROAT CULTURE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70076.0,TISSUE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70078.0,"URINE,PROSTATIC MASSAGE",,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70080.0,"URINE,KIDNEY",,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70082.0,"URINE,SUPRAPUBIC ASPIRATE",,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70083.0,VARICELLA-ZOSTER CULTURE,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70084.0,SWAB,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70085.0,WORM,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70086.0,XXX,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70087.0,Blood (CMV AB),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70088.0,Blood (EBV),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70089.0,Blood (Malaria),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70090.0,Mini-BAL,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70091.0,MRSA SCREEN,,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70092.0,"SWAB, R/O GC",,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,70093.0,Blood (Toxo),,microbiologyevents,0.0,SPECIMEN,,,,hospital,,,
,,,,,80001.0,,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80002.0,ESCHERICHIA COLI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80003.0,GRAM NEGATIVE COCCI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80004.0,KLEBSIELLA PNEUMONIAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80005.0,KLEBSIELLA OXYTOCA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80006.0,KLEBSIELLA OZAENAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80007.0,ENTEROBACTER AEROGENES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80008.0,ENTEROBACTER CLOACAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80009.0,HAFNIA ALVEI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80010.0,ENTEROBACTER AGGLOMERANS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80011.0,ENTEROBACTER GERGOVIAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80012.0,ENTEROBACTER SAKAZAKII,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80013.0,SERRATIA LIQUEFACIENS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80014.0,SERRATIA MARCESCENS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80015.0,SERRATIA RUBIDAEA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80016.0,PROTEUS VULGARIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80017.0,PROTEUS MIRABILIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80018.0,MORGANELLA MORGANII,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80019.0,PROVIDENCIA STUARTII,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80020.0,PROVIDENCIA RETTGERI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80021.0,SHIGELLA FLEXNERI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80022.0,SALMONELLA ENTERITIDIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80023.0,STAPH AUREUS COAG +,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80024.0,STAPHYLOCOCCUS EPIDERMIDIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80025.0,CITROBACTER AMALONATICUS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80026.0,PSEUDOMONAS AERUGINOSA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80027.0,PSEUDOMONAS PUTIDA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80028.0,BURKHOLDERIA (PSEUDOMONAS) CEPACIA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80029.0,PSEUDOMONAS SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80030.0,BORDETELLA BRONCHISEPTICA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80031.0,MORAXELLA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80032.0,AEROMONAS HYDROPHILA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80033.0,VIBRIO SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80034.0,PASTEURELLA MULTOCIDA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80035.0,EIKENELLA CORRODENS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80036.0,ANAEROBIC GRAM NEGATIVE ROD(S),,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80037.0,GRAM VARIABLE RODS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80038.0,CLOSTRIDIUM PERFRINGENS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80039.0,CLOSTRIDIUM SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80040.0,NEISSERIA GONORRHOEAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80041.0,NEISSERIA MENINGITIDIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80042.0,NEISSERIA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80043.0,HAEMOPHILUS PARAINFLUENZAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80044.0,HAEMOPHILUS SP,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80045.0,BETA STREPTOCOCCUS GROUP B,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80046.0,BETA STREPTOCOCCUS GROUP C,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80047.0,BETA STREPTOCOCCUS GROUP G,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80048.0,BETA STREPTOCOCCUS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80049.0,STREPTOCOCCUS MITIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80050.0,STREPTOCOCCUS BOVIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80051.0,STREPTOCOCCUS SANGUIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80052.0,ALPHA STREPTOCOCCI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80053.0,ENTEROCOCCUS SP.,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80054.0,BETA STREPTOCOCCUS GROUP A,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80055.0,GRAM POSITIVE COCCUS(COCCI),,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80056.0,GRAM POSITIVE RODS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80057.0,GRAM NEGATIVE DIPLOCOCCI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80058.0,GRAM NEGATIVE ROD(S),,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80059.0,CANDIDA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80060.0,CANDIDA ALBICANS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80061.0,RHODOTORULA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80062.0,ASPERGILLUS NIGER,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80063.0,ASPERGILLUS SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80064.0,PENICILLIUM SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80065.0,CRYPTOCOCCUS NEOFORMANS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80066.0,ASPERGILLUS FUMIGATUS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80067.0,NOCARDIA ASTEROIDES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80068.0,NOCARDIA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80069.0,MYCOBACTERIUM TUBERCULOSIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80070.0,GRAM NEGATIVE ROD #1,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80071.0,GRAM NEGATIVE ROD #2,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80072.0,GRAM NEGATIVE ROD #3,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80073.0,GRAM NEGATIVE ROD #4,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80074.0,ANAEROBIC GRAM NEGATIVE ROD #2,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80075.0,YEAST,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80076.0,STREPTOCOCCUS PNEUMONIAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80077.0,CRYPTOCOCCUS SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80078.0,ANAEROBIC GRAM POSITIVE COCCUS(I),,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80079.0,ANAEROBIC GRAM POSITIVE ROD(S),,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80080.0,BACTERIA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80081.0,GRAM POSITIVE BACTERIA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80082.0,BACILLUS SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80083.0,COCCIDIOIDES IMMITIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80084.0,PROTEUS SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80085.0,CORYNEBACTERIUM SPECIES (DIPHTHEROIDS),,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80086.0,ACIDFAST BACILLI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80087.0,STENOTROPHOMONAS (XANTHOMONAS) MALTOPHILIA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80088.0,LACTOBACILLUS SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80089.0,GAMMA(I.E. NON-HEMOLYTIC) STREPTOCOCCUS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80090.0,SERRATIA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80091.0,LISTERIA MONOCYTOGENES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80092.0,AEROCOCCUS VIRIDANS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80093.0,MYCOBACTERIUM GORDONAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80094.0,KLEBSIELLA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80095.0,MYCOBACTERIUM FORTUITUM,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80096.0,STREPTOMYCES SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80097.0,PROVIDENCIA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80098.0,CITROBACTER SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80099.0,CANDIDA PARAPSILOSIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80100.0,CANDIDA GUILLIERMONDII,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80101.0,CANDIDA KRUSEI,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80102.0,SACCHAROMYCES CEREVISIAE,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80103.0,SPOROBOLOMYCES SALMONICOLOR,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80104.0,MORAXELLA (BRANHAMELLA) CATARRHALIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80105.0,RHIZOPUS SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80106.0,CANDIDA TROPICALIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80107.0,CAMPYLOBACTER SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80108.0,PROPIONIBACTERIUM ACNES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80109.0,ACTINOMYCES MEYERII,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80110.0,MUCOR SP.,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80111.0,ENTEROCOCCUS AVIUM,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80112.0,BACTEROIDES FRAGILIS GROUP,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80113.0,ENTEROBACTER SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80114.0,ASPERGILLUS FLAVUS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80115.0,PROPIONIBACTERIUM SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80116.0,FUSARIUM SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80117.0,AUREOBASIDIUM PULLULANS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80118.0,STREPTOCOCCUS SALIVARIUS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80119.0,NUTRITIONALLY VARIANT STREPTOCOCCUS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80120.0,STREPTOCOCCUS CONSTELLATUS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80121.0,BACTEROIDES FRAGILIS,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80122.0,KLUYVERA SPECIES,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
,,,,,80123.0,ANAEROBIC BACTERIA,,microbiologyevents,0.0,ORGANISM,,,,hospital,,,
